,Unnamed: 0,survived,pclass,age,sibsp,parch,fare,adult_male,alone,sex_female,embarked_C,embarked_Q,embarked_S,class_First,class_Second,class_Third,who_child,who_man,who_woman,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,embark_town_Cherbourg,embark_town_Queenstown,embark_town_Southampton,alive
781,781,1,1,17.0,1,0,57.0,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
782,782,0,1,29.0,0,0,30.0,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
784,784,0,3,25.0,0,0,7.05,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
785,785,0,3,25.0,0,0,7.25,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
786,786,1,3,18.0,0,0,7.4958,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True
787,787,0,3,8.0,4,1,29.125,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
788,788,1,3,1.0,1,2,20.575,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True
789,789,0,1,46.0,0,0,79.2,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
791,791,0,2,16.0,0,0,26.0,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
794,794,0,3,25.0,0,0,7.8958,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
795,795,0,2,39.0,0,0,13.0,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
796,796,1,1,49.0,0,0,25.9292,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
797,797,1,3,31.0,0,0,8.6833,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True
798,798,0,3,30.0,0,0,7.2292,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
799,799,0,3,30.0,1,1,24.15,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
800,800,0,2,34.0,0,0,13.0,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
801,801,1,2,31.0,1,1,26.25,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
802,802,1,1,11.0,1,2,120.0,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True
803,803,1,3,0.42,0,1,8.5167,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True
804,804,1,3,27.0,0,0,6.975,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True
805,805,0,3,31.0,0,0,7.775,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
806,806,0,1,39.0,0,0,0.0,True,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
807,807,0,3,18.0,0,0,7.775,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
808,808,0,2,39.0,0,0,13.0,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
809,809,1,1,33.0,1,0,53.1,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
810,810,0,3,26.0,0,0,7.8875,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
811,811,0,3,39.0,0,0,24.15,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
812,812,0,2,35.0,0,0,10.5,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
813,813,0,3,6.0,4,2,31.275,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
814,814,0,3,30.5,0,0,8.05,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
816,816,0,3,23.0,0,0,7.925,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
817,817,0,2,31.0,1,1,37.0042,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
818,818,0,3,43.0,0,0,6.45,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
819,819,0,3,10.0,3,2,27.9,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
820,820,1,1,52.0,1,1,93.5,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
821,821,1,3,27.0,0,0,8.6625,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True
822,822,0,1,38.0,0,0,0.0,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
823,823,1,3,27.0,0,1,12.475,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True
824,824,0,3,2.0,4,1,39.6875,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
827,827,1,2,1.0,0,2,37.0042,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
829,829,1,1,62.0,0,0,80.0,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
830,830,1,3,15.0,1,0,14.4542,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True
831,831,1,2,0.83,1,1,18.75,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
833,833,0,3,23.0,0,0,7.8542,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
834,834,0,3,18.0,0,0,8.3,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
835,835,1,1,39.0,1,1,83.1583,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
836,836,0,3,21.0,0,0,8.6625,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
838,838,1,3,32.0,0,0,56.4958,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True
840,840,0,3,20.0,0,0,7.925,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
841,841,0,2,16.0,0,0,10.5,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
842,842,1,1,30.0,0,0,31.0,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
843,843,0,3,34.5,0,0,6.4375,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
844,844,0,3,17.0,0,0,8.6625,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
845,845,0,3,42.0,0,0,7.55,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
847,847,0,3,35.0,0,0,7.8958,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
848,848,0,2,28.0,0,1,33.0,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
850,850,0,3,4.0,4,2,31.275,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
851,851,0,3,74.0,0,0,7.775,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
852,852,0,3,9.0,1,1,15.2458,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
853,853,1,1,16.0,0,1,39.4,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
854,854,0,2,44.0,1,0,26.0,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
855,855,1,3,18.0,0,1,9.35,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True
856,856,1,1,45.0,1,1,164.8667,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
857,857,1,1,51.0,0,0,26.55,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True
858,858,1,3,24.0,0,3,19.2583,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
860,860,0,3,41.0,2,0,14.1083,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
861,861,0,2,21.0,1,0,11.5,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
862,862,1,1,48.0,0,0,25.9292,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
864,864,0,2,24.0,0,0,13.0,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
865,865,1,2,42.0,0,0,13.0,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
866,866,1,2,27.0,1,0,13.8583,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
867,867,0,1,31.0,0,0,50.4958,True,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
869,869,1,3,4.0,1,1,11.1333,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True
870,870,0,3,26.0,0,0,7.8958,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
871,871,1,1,47.0,1,1,52.5542,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
872,872,0,1,33.0,0,0,5.0,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
873,873,0,3,47.0,0,0,9.0,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
874,874,1,2,28.0,1,0,24.0,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
875,875,1,3,15.0,0,0,7.225,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True
876,876,0,3,20.0,0,0,9.8458,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
877,877,0,3,19.0,0,0,7.8958,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
879,879,1,1,56.0,0,1,83.1583,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
880,880,1,2,25.0,0,1,26.0,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
881,881,0,3,33.0,0,0,7.8958,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
882,882,0,3,22.0,0,0,10.5167,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
883,883,0,2,28.0,0,0,10.5,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
884,884,0,3,25.0,0,0,7.05,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
885,885,0,3,39.0,0,5,29.125,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
886,886,0,2,27.0,0,0,13.0,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
887,887,1,1,19.0,0,0,30.0,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
889,889,1,1,26.0,0,0,30.0,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
890,890,0,3,32.0,0,0,7.75,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
